0.000000 0.256014
0.010000 0.247318
0.020000 0.241732
0.030000 0.235829
0.040000 0.229609
0.050000 0.222922
0.060000 0.216624
0.070000 0.211696
0.080000 0.202187
0.090000 0.196857
0.100000 0.190022
0.110000 0.183542
0.120000 0.173965
0.130000 0.165923
0.140000 0.154830
0.150000 0.149205
0.160000 0.143137
0.170000 0.130653
0.180000 0.122987
0.190000 0.112162
0.200000 0.100486
0.210000 0.089731
0.220000 0.081830
0.230000 0.065206
0.240000 0.056244
0.250000 0.049798
0.260000 0.036753
0.270000 0.024637
0.280000 0.024586
0.290000 0.023976
0.300000 0.012560
0.310000 0.014505
0.320000 0.009479
0.330000 0.010348
0.340000 0.005423
0.350000 0.003708
0.360000 0.004081
0.370000 0.004732
0.380000 0.003722
0.390000 0.001288
0.400000 0.001208
0.410000 0.001071
0.420000 0.001912
0.430000 0.000873
0.440000 0.000717
0.450000 0.000498
0.460000 0.000672
0.470000 0.000525
0.480000 0.000230
0.490000 0.000244
0.500000 0.000134
0.510000 0.000102
0.520000 0.000293
0.530000 0.000109
0.540000 0.000088
0.550000 0.000068
0.560000 0.000048
0.570000 0.000044
0.580000 0.000127
0.590000 0.000037
0.600000 0.000110
0.610000 0.000027
0.620000 0.000016
0.630000 0.000004
0.640000 0.000014
0.650000 0.000012
0.660000 0.000008
0.670000 0.000030
0.680000 0.000006
0.690000 0.000012
0.700000 0.000000
0.710000 0.000000
0.720000 0.000000
0.730000 0.000000
0.740000 0.000011
0.750000 0.000000
0.760000 0.000000
0.770000 0.000000
0.780000 0.000001
0.790000 0.000000
0.800000 0.000000
0.810000 0.000000
0.820000 0.000000
0.830000 0.000000
0.840000 0.000000
0.850000 0.000000
0.860000 0.000000
0.870000 0.000000
0.880000 0.000000
0.890000 0.000000
0.900000 0.000000
0.910000 0.000000
0.920000 0.000000
0.930000 0.000000
0.940000 0.000000
0.950000 0.000000
0.960000 0.000000
0.970000 0.000000
0.980000 0.000000
0.990000 0.000000
