5.200000 4.800000 0.240000 0.260000 0.353836
7.800000 7.200000 0.260000 0.240000 0.353836
10.200000 9.800000 0.240000 0.260000 0.353836
12.800000 12.200000 0.260000 0.240000 0.353836
15.200000 14.800000 0.240000 0.260000 0.353836
17.800000 17.200000 0.260000 0.240000 0.353836
20.200000 19.800000 0.240000 0.260000 0.353836
22.800000 22.200000 0.260000 0.240000 0.353836
25.200000 24.800000 0.240000 0.260000 0.353836
27.800000 27.200000 0.260000 0.240000 0.353836
30.200000 29.800000 0.240000 0.260000 0.353836
32.800000 32.200000 0.260000 0.240000 0.353836
35.200000 34.800000 0.240000 0.260000 0.353836
37.800000 37.200000 0.260000 0.240000 0.353836
40.200000 39.800000 0.240000 0.260000 0.353836
42.800000 42.200000 0.260000 0.240000 0.353836
45.200000 44.800000 0.240000 0.260000 0.353836
47.800000 47.200000 0.260000 0.240000 0.353836
5.200000 4.800000 0.240000 0.260000 0.353836
7.800000 7.200000 0.260000 0.240000 0.353836
10.200000 9.800000 0.240000 0.260000 0.353836
12.800000 12.200000 0.260000 0.240000 0.353836
15.200000 14.800000 0.240000 0.260000 0.353836
17.800000 17.200000 0.260000 0.240000 0.353836
20.200000 19.800000 0.240000 0.260000 0.353836
22.800000 22.200000 0.260000 0.240000 0.353836
25.200000 24.800000 0.240000 0.260000 0.353836
27.800000 27.200000 0.260000 0.240000 0.353836
30.200000 29.800000 0.240000 0.260000 0.353836
32.800000 32.200000 0.260000 0.240000 0.353836
35.200000 34.800000 0.240000 0.260000 0.353836
37.800000 37.200000 0.260000 0.240000 0.353836
40.200000 39.800000 0.240000 0.260000 0.353836
42.800000 42.200000 0.260000 0.240000 0.353836
45.200000 44.800000 0.240000 0.260000 0.353836
47.800000 47.200000 0.260000 0.240000 0.353836
5.200000 4.800000 0.240000 0.260000 0.353836
7.800000 7.200000 0.260000 0.240000 0.353836
10.200000 9.800000 0.240000 0.260000 0.353836
12.800000 12.200000 0.260000 0.240000 0.353836
15.200000 14.800000 0.240000 0.260000 0.353836
17.800000 17.200000 0.260000 0.240000 0.353836
20.200000 19.800000 0.240000 0.260000 0.353836
22.800000 22.200000 0.260000 0.240000 0.353836
25.200000 24.800000 0.240000 0.260000 0.353836
27.800000 27.200000 0.260000 0.240000 0.353836
30.200000 29.800000 0.240000 0.260000 0.353836
32.800000 32.200000 0.260000 0.240000 0.353836
35.200000 34.800000 0.240000 0.260000 0.353836
37.800000 37.200000 0.260000 0.240000 0.353836
40.200000 39.800000 0.240000 0.260000 0.353836
42.800000 42.200000 0.260000 0.240000 0.353836
45.200000 44.800000 0.240000 0.260000 0.353836
47.800000 47.200000 0.260000 0.240000 0.353836
5.200000 4.800000 0.240000 0.260000 0.353836
7.800000 7.200000 0.260000 0.240000 0.353836
10.200000 9.800000 0.240000 0.260000 0.353836
12.800000 12.200000 0.260000 0.240000 0.353836
