0.000000 0.254129
0.010000 0.249157
0.020000 0.240703
0.030000 0.235662
0.040000 0.230541
0.050000 0.224573
0.060000 0.217010
0.070000 0.209660
0.080000 0.204910
0.090000 0.195872
0.100000 0.191646
0.110000 0.180885
0.120000 0.173931
0.130000 0.165583
0.140000 0.160367
0.150000 0.149211
0.160000 0.139545
0.170000 0.131572
0.180000 0.125562
0.190000 0.110440
0.200000 0.101384
0.210000 0.095992
0.220000 0.080343
0.230000 0.067555
0.240000 0.062129
0.250000 0.044586
0.260000 0.038219
0.270000 0.033161
0.280000 0.025272
0.290000 0.024157
0.300000 0.013116
0.310000 0.012060
0.320000 0.008157
0.330000 0.005496
0.340000 0.005986
0.350000 0.003391
0.360000 0.004773
0.370000 0.003321
0.380000 0.001994
0.390000 0.002686
0.400000 0.001689
0.410000 0.001373
0.420000 0.000866
0.430000 0.000874
0.440000 0.000453
0.450000 0.000749
0.460000 0.000651
0.470000 0.000675
0.480000 0.000292
0.490000 0.000451
0.500000 0.000372
0.510000 0.000168
0.520000 0.000181
0.530000 0.000286
0.540000 0.000152
0.550000 0.000073
0.560000 0.000161
0.570000 0.000030
0.580000 0.000104
0.590000 0.000026
0.600000 0.000070
0.610000 0.000078
0.620000 0.000042
0.630000 0.000013
0.640000 0.000039
0.650000 0.000000
0.660000 0.000045
0.670000 0.000007
0.680000 0.000029
0.690000 0.000015
0.700000 0.000017
0.710000 0.000001
0.720000 0.000000
0.730000 0.000028
0.740000 0.000016
0.750000 0.000000
0.760000 0.000000
0.770000 0.000000
0.780000 0.000000
0.790000 0.000000
0.800000 0.000000
0.810000 0.000000
0.820000 0.000004
0.830000 0.000002
0.840000 0.000000
0.850000 0.000000
0.860000 0.000000
0.870000 0.000000
0.880000 0.000001
0.890000 0.000000
0.900000 0.000000
0.910000 0.000000
0.920000 0.000000
0.930000 0.000000
0.940000 0.000000
0.950000 0.000000
0.960000 0.000000
0.970000 0.000000
0.980000 0.000000
0.990000 0.000000
